모기지수 발생일,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),평균상대습도
2017-11-15,5.5,5.5,5.5,24.6,23.1,27.1,67.5
2017-11-14,5.5,5.5,5.5,26.3,24.2,28.4,62.1
2017-11-13,5.5,5.5,5.5,27.8,23.2,32.6,60.3
2017-11-12,5.5,5.5,5.5,27,23.9,32.4,72.5
2017-11-11,5.5,5.5,5.5,24.8,23.9,26.3,89.9
2017-11-10,5.5,5.5,5.5,27.6,24.6,32,66.4
2017-11-09,5.5,5.5,5.5,28.2,25.5,31,67.1
2017-11-08,5.5,5.5,5.5,29.2,26.4,34.4,68.1
2017-11-07,5.5,5.5,5.5,29.8,28.2,34,71.9
2017-11-06,5.5,5.5,5.5,31.4,27.6,34.8,63
2017-11-05,5.5,5.5,5.5,30.3,25.9,35.3,60.1
2017-11-04,5.5,5.5,5.5,30.2,27.2,33.9,60.6
2017-11-03,5.5,5.5,5.5,30,26.6,33,71.9
2017-11-02,5.5,5.5,5.5,28.6,24.1,33,73
2017-11-01,5.5,5.5,5.5,25.7,24.8,27.1,82.3
2017-10-31,23.4,23.4,23.4,27.9,24.7,32.6,64.4
2017-10-30,54.2,54.2,54.2,27.2,25,30.1,72.3
2017-10-29,92.2,92.2,92.2,25.5,24.8,26.9,92.1
2017-10-28,92.7,92.7,92.7,27.1,24.9,29.7,62.5
2017-10-27,92.7,92.7,92.7,28.7,24.2,32.8,55.6
2017-10-26,95.5,95.5,95.5,29.4,24.6,35.4,64.1
2017-10-25,96.7,96.7,96.7,26.2,25.6,27.3,82.3
2017-10-24,97.2,97.2,97.2,27,26.1,28.1,89.5
2017-10-23,124,124,124,29.3,27.5,32.5,75.8
2017-10-22,115.1,115.1,115.1,29.8,27.3,32.4,73.1
2017-10-21,75.4,75.4,75.4,29.9,26,34.9,66.1
2017-10-20,69.8,69.8,69.8,28.3,24.5,34.1,71.4
2017-10-19,66.5,66.5,66.5,26.5,23.9,30.7,80.6
2017-10-18,66.5,66.5,66.5,26.8,24,29,77.3
2017-10-17,69.8,69.8,69.8,26.2,23.4,28.8,83.4
2017-10-16,74.3,74.3,74.3,25,23.4,27.3,89
2017-10-15,81.6,81.6,81.6,28.7,26.1,33,68.4
2017-10-14,86.6,86.6,86.6,27.6,23.1,32.1,71
2017-10-13,177.7,177.7,177.7,27.1,24.9,31.1,75.9
2017-10-12,341.3,341.3,341.3,26,22.2,30.9,81.4
2017-10-11,226.3,226.3,226.3,24,22.6,25.4,96.5
2017-10-10,207.9,207.9,207.9,26.3,23.8,30.3,88
2017-10-09,199,199,199,26,24.6,27.6,83.3
2017-10-08,185,185,185,26.4,24.4,28.4,80.8
2017-10-07,185.5,185.5,185.5,27.6,23.9,34.6,72.3
2017-10-06,177.2,177.2,177.2,27.4,23.3,32.6,66.9
2017-10-05,181.6,181.6,181.6,26.7,23.8,31.6,74.5
2017-10-04,221.9,221.9,221.9,24.7,21.9,27.4,87.6
2017-10-03,247,247,247,24.3,21.9,26.8,90.5
2017-10-02,277.4,277.4,277.4,25.3,22.4,30.7,73.6
2017-10-01,329.5,329.5,329.5,25.9,22.2,30.9,65.9
2017-09-30,656.4,656.4,656.4,26.2,21.9,31.5,64.8
2017-09-29,520.4,520.4,520.4,26,22.5,30.5,63.5
2017-09-28,519.4,519.4,519.4,25.2,20.8,30.5,67.5
2017-09-28,519.4,519.4,519.4,23.1,20.1,29.9,76.9
2017-09-27,491,491,491,23.8,21,28.4,75.4
2017-09-26,459,459,459,24.5,21.5,27.8,60.4
2017-09-25,415.3,415.3,415.3,26.7,21.3,34.1,53
2017-09-24,413.6,413.6,413.6,25.3,21.2,30.4,57.3
2017-09-23,383.3,383.3,383.3,25.4,21.7,31.6,52.6
2017-09-22,497.7,497.7,497.7,26,20,32.7,43.4
2017-09-21,500.7,500.7,500.7,24.8,19.5,30.2,50.9
2017-09-20,502.7,502.7,502.7,24.3,18.6,31.8,52
2017-09-19,477.5,477.5,477.5,24.2,20.6,29.9,52.3
2017-09-18,470.8,470.8,470.8,25.5,20,32.7,55.8
2017-09-17,450.6,450.6,450.6,23.1,18,29.6,62.4
2017-09-16,459,459,459,21.8,17.8,26.8,63
2017-09-15,509.6,509.6,509.6,21.5,18.3,25.9,63
2017-09-15,509.6,509.6,509.6,22.1,17,28,45.5
2017-09-14,494.3,494.3,494.3,22.8,14.8,29.6,33.8
2017-09-13,475.8,475.8,475.8,21.5,16.7,27.5,46.8
2017-09-12,443.9,443.9,443.9,21.2,17.9,25.7,69.8
2017-09-11,489.3,489.3,489.3,20.1,15.1,25.9,67.3
2017-09-11,489.3,489.3,489.3,17.6,15.1,19.2,91.4
2017-09-10,515.5,515.5,515.5,19.4,14.5,23.9,60
2017-09-09,507.6,507.6,507.6,24.2,16.4,30.3,33.3
2017-09-08,499.4,499.4,499.4,21.7,15.1,28.1,36.9
2017-09-07,509.6,509.6,509.6,20.5,16.1,26.5,44
2017-09-06,506.6,506.6,506.6,20.5,15.5,25.6,37.4
2017-09-05,497.7,497.7,497.7,23.3,20,27,51.8
2017-09-04,460.7,460.7,460.7,23.3,17.7,29.6,49.1
2017-09-03,455.7,455.7,455.7,23.6,18.6,30.3,43.5
2017-09-02,381.7,381.7,381.7,22.9,18.1,29.3,61.8
2017-09-01,460.7,460.7,460.7,21.2,14.4,27.9,50.6
2017-09-01,460.7,460.7,460.7,19.5,13.7,26.4,46.1
2017-08-31,204,204,204,17.7,12.4,23.2,41.5
2017-08-30,253.8,253.8,253.8,19.2,14.4,24.4,45.6
2017-08-29,227.5,227.5,227.5,21.8,16.9,27.8,60.4
2017-08-28,285.8,285.8,285.8,20,17.2,24.4,68
2017-08-27,541.1,541.1,541.1,21.8,15.9,28,53.6
2017-08-24,423.7,423.7,423.7,21.5,16,27.6,48.1
2017-08-23,443.9,443.9,443.9,20.9,15.4,27.3,44
2017-08-22,505.7,505.7,505.7,21.1,15.1,27.9,42.6
2017-08-21,513.5,513.5,513.5,20.4,13.9,26.9,41.9
2017-08-20,482.6,482.6,482.6,18.6,12.3,25.9,51.5
2017-08-19,455.7,455.7,455.7,17.1,13.3,22.3,60.5
2017-08-18,454,454,454,16,12.3,20.1,61.4
2017-08-17,472.5,472.5,472.5,15.7,11,20.7,58.3
2017-08-16,433.8,433.8,433.8,16.4,12.4,22.6,77.8
2017-08-15,554.9,554.9,554.9,19.1,16.8,21.1,71.6
2017-08-14,448.9,448.9,448.9,19.3,13.1,24.8,65.3
2017-08-13,317.7,317.7,317.7,16.4,14.2,20.8,73
2017-08-12,252.1,252.1,252.1,17.1,15.3,22.6,62.6
2017-08-11,231.4,231.4,231.4,17.9,11.1,23.5,43.6
2017-08-10,211.8,211.8,211.8,16.6,10.9,22.8,42.6
2017-08-09,209,209,209,14.9,10,19.3,32
2017-08-08,181.6,181.6,181.6,20.9,15.5,27,53.4
2017-08-07,210.1,210.1,210.1,21,14.8,27.5,43.6
2017-08-06,228,228,228,21.5,14.5,30.2,34.1
2017-08-05,380,380,380,20.7,15.2,28,42
2017-08-05,380,380,380,20.1,12.8,28.3,50.8
2017-08-04,423.7,423.7,423.7,19.3,13.7,27.8,57.9
2017-08-03,428.7,428.7,428.7,17.1,9.6,23.7,44.3
2017-08-02,518.5,518.5,518.5,14.4,8.9,21.5,57.3
2017-08-01,529.3,529.3,529.3,13.6,7.9,19.8,41.8
2017-07-31,994.6,994.6,994.6,15.1,10.5,20.2,36
2017-07-30,969.2,969.2,969.2,16,12.9,20.4,56.8
2017-07-29,1000,1000,1000,15.1,8.3,21.3,39.4
2017-07-28,1000,1000,1000,14.9,8.9,21.7,40
2017-07-27,1000,1000,1000,14.8,8.5,22.5,48.4
2017-07-26,1000,1000,1000,13.1,7.6,19.3,56.5
2017-07-25,1000,1000,1000,12.9,9.9,18.2,45.4
2017-07-24,1000,1000,1000,12.6,7,18.4,43.1
2017-07-23,1000,1000,1000,11.7,9.4,17.4,76.5
2017-07-22,1000,1000,1000,14.7,11.2,18,66.5
2017-07-21,1000,1000,1000,18.7,12.9,24.4,52.9
2017-07-20,1000,1000,1000,16.8,10.9,24.3,59.4
2017-07-19,976.9,976.9,976.9,13,10.1,17.7,57.9
2017-07-18,952.7,952.7,952.7,12.7,6.3,19.6,54
2017-07-17,919.6,919.6,919.6,11.5,8.8,16.4,21.8
2017-07-16,921.8,921.8,921.8,15.3,11.5,20.2,36.8
2017-07-15,935,935,935,16.5,10.1,23.3,25.8
2017-07-14,900.8,900.8,900.8,14.8,10.6,20.5,59.6
2017-07-13,909.7,909.7,909.7,13,8.6,19.9,74.5
2017-07-12,911.9,911.9,911.9,14.5,9,23.5,68.1
2017-07-11,921.8,921.8,921.8,10.4,9.4,12.4,90
2017-07-10,928.4,928.4,928.4,12,10.8,14.2,66
2017-07-10,928.4,928.4,928.4,14.1,6.7,21.8,35.3
2017-07-09,884.3,884.3,884.3,11.4,4.3,19.2,45.6
2017-07-08,882.1,882.1,882.1,9,3.1,15.8,53.1
2017-07-07,877.7,877.7,877.7,9,4.8,15.1,60.5
2017-07-06,855.6,855.6,855.6,8.6,4.9,12.4,70.6
2017-07-05,847.9,847.9,847.9,10.6,4.1,17.1,50
2017-07-04,794.9,794.9,794.9,8.8,4.7,14.4,54.9
2017-07-03,755.2,755.2,755.2,7.1,2.5,12.7,59.8
2017-07-02,756.3,756.3,756.3,6.1,4.4,10.9,67.4
2017-07-01,754.1,754.1,754.1,7.3,4.8,11.6,53.1
2017-06-30,1000,1000,1000,8.1,5,12.6,41.1
2017-06-29,1000,1000,1000,8.7,3.9,15.2,41.4
2017-06-28,1000,1000,1000,9.1,5.1,15,34
2017-06-27,1000,1000,1000,7.6,1.9,14.1,32.8
2017-06-26,1000,1000,1000,7.4,4.3,12.6,48.1
2017-06-26,1000,1000,1000,10.2,6,15.5,40.4
2017-06-25,1000,1000,1000,10.9,3.2,18.9,36
2017-06-24,1000,1000,1000,9.5,5.9,16.1,34.1
2017-06-24,1000,1000,1000,7.7,1.2,15.7,43.1
2017-06-23,1000,1000,1000,6.2,1,13.4,41.8
2017-06-22,961.5,961.5,961.5,6.3,0.4,13.3,34.9
2017-06-21,797.1,797.1,797.1,5.8,1,10.9,37.5
2017-06-20,679,679,679,6.9,1.5,12.2,49.8
2017-06-19,555.9,555.9,555.9,8.2,4.4,14,58.4
2017-06-18,566.7,566.7,566.7,7.3,-0.2,16.7,37.4
2017-06-17,551,551,551,4.8,-1.2,12.2,37.4
2017-06-16,489.3,489.3,489.3,3.2,-2.7,10.7,47.3
2017-06-15,500.7,500.7,500.7,-0.1,-5.3,5,50.6
2017-06-14,464.1,464.1,464.1,-1.3,-4,2.9,37.5
2017-06-13,440.5,440.5,440.5,0.1,-2.8,4,41.3
2017-06-12,381.7,381.7,381.7,5.2,1.2,10.4,71.6
2017-06-11,422,422,422,5.7,0.1,12.7,60
2017-06-11,422,422,422,3.3,-3.1,10.4,54.4
2017-06-10,501.7,501.7,501.7,1.8,-1.1,6.6,59.5
2017-06-09,487.6,487.6,487.6,5,2,11.4,65
2017-06-08,455.7,455.7,455.7,5.6,-1.3,12.3,41.5
2017-06-07,531.3,531.3,531.3,3.7,-1.8,10.7,37.4
2017-06-06,613,613,613,3.6,-1.5,10.1,52.8
2017-06-05,627.8,627.8,627.8,2.6,-2.8,8.4,63.6
2017-06-04,475.8,475.8,475.8,-0.8,-5.8,4.4,51.3
2017-06-03,516.5,516.5,516.5,-1.5,-4.2,2.1,56.4
2017-06-02,464.1,464.1,464.1,1.7,-0.9,2.9,70.8
2017-06-01,406.9,406.9,406.9,-0.6,-7.6,6.9,37.1
2017-06-01,406.9,406.9,406.9,-1.5,-5.2,5.4,53.8
2017-05-31,450.6,450.6,450.6,2.3,-3.4,5.7,68
2017-05-30,578.5,578.5,578.5,-2.6,-7,2.9,49.4
2017-05-29,829.1,829.1,829.1,0.8,-5.2,9,56.9
2017-05-28,563.8,563.8,563.8,5.5,-1.9,10.3,63.9
2017-05-27,248.1,248.1,248.1,1.8,-3.9,8,52.1
2017-05-26,560.8,560.8,560.8,0.3,-4,6.5,46
2017-05-25,467.4,467.4,467.4,0.1,-5.4,6.1,59.6
2017-05-24,455.7,455.7,455.7,-2.2,-7.4,4.2,51.3
2017-05-23,406.9,406.9,406.9,-4.8,-9.2,0.8,45.4
2017-05-22,245.9,245.9,245.9,-6.6,-9.3,-2.5,44.3
2017-05-21,205.7,205.7,205.7,-5.3,-7.1,-2.1,47
2017-05-20,188.3,188.3,188.3,-2.2,-4.9,0.6,50.1
2017-05-19,169.9,169.9,169.9,-2,-5.6,3,45.4
2017-05-18,178.8,178.8,178.8,-1.7,-4.4,2.6,51
2017-05-17,158.1,158.1,158.1,1.2,-1.5,2.3,75.3
2017-05-16,127.4,127.4,127.4,0.9,-2.9,3.2,69.4
2017-05-15,110.1,110.1,110.1,1.5,-2.3,6.7,65.4
2017-05-14,129.1,129.1,129.1,-2.7,-9.2,3.3,52.9
2017-05-13,125.2,125.2,125.2,-4,-7.5,0.7,44.5
2017-05-12,173.8,173.8,173.8,-5.4,-9.9,0.2,44.8
2017-05-11,217.2,217.2,217.2,-4.8,-7.9,-0.9,61.4
2017-05-10,559.8,559.8,559.8,0.8,-0.9,2.5,71.1
2017-05-09,701.8,701.8,701.8,-1.6,-8.2,4.3,38
2017-05-08,208.4,208.4,208.4,-2.6,-5.7,3.1,47.3
2017-05-07,517.2,517.2,517.2,-1.3,-7.9,3.4,64.4
2017-05-06,448.8,448.8,448.8,-5.2,-10.2,0.9,50.6
2017-05-05,204.7,204.7,204.7,-7,-11.6,-1.3,49.6
2017-05-04,148.2,148.2,148.2,-8.9,-12.6,-4.1,48.4
2017-05-03,106.7,106.7,106.7,-8.3,-10.9,-3.3,51.3
2017-05-02,116.8,116.8,116.8,-5.2,-10,-0.9,78.1
2017-05-01,65.3,65.3,65.3,-4.4,-7.8,-1.4,70.3
2017-05-01,,,,-1.2,-4.9,4.7,55.4
2017-04-30,68.6,68.6,68.6,-0.5,-3,2.8,68.9
2017-04-29,65.4,65.4,65.4,-2,-7.1,3.4,46.6
2017-04-28,59.2,59.2,59.2,-3.8,-8.9,4,37.6
2017-04-27,58.6,58.6,58.6,-6.6,-11.5,-0.9,35.3
2017-04-26,52.2,52.2,52.2,-8.4,-10.5,-5.4,33.3
2017-04-25,45.5,45.5,45.5,-6,-8.6,-1.4,47.4
2017-04-24,47.2,47.2,47.2,-2.2,-6.1,1,43.1
2017-04-23,51.4,51.4,51.4,-3.8,-9.4,1.5,36.4
2017-04-22,55.4,55.4,55.4,-3.7,-7.4,1.1,45.1
2017-04-21,59.2,59.2,59.2,1.5,-3.1,4.3,60.8
2017-04-20,55.4,55.4,55.4,6.5,4,10.9,61.4
2017-04-19,56,56,56,4.6,0,10.5,64.9
2017-04-18,64.7,64.7,64.7,5.4,2.5,11.4,58.5
2017-04-17,67.3,67.3,67.3,3.8,-0.1,7.3,52.3
2017-04-16,62.1,62.1,62.1,3.9,1,8.9,55
2017-04-15,56,56,56,2,-2.3,7.7,61.8
2017-04-14,57.4,57.4,57.4,5,1.8,9.2,77.8
2017-04-13,54.1,54.1,54.1,2.7,-1.6,6.9,75.9
2017-04-12,53.7,53.7,53.7,0.7,-3.6,5.7,65.4
2017-04-11,48.9,48.9,48.9,-3.9,-9.1,1,50.9
2017-04-10,39.7,39.7,39.7,-4.2,-7.2,-1.1,53.1
2017-04-09,31.8,31.8,31.8,-3.7,-8.4,2.6,49
2017-04-08,26.4,26.4,26.4,-2.3,-6.3,1.3,54.6
2017-04-07,21.5,21.5,21.5,2.5,1.3,4.4,73.8
2017-04-06,20.8,20.8,20.8,1,-4.5,6.4,69.5
2017-04-05,18.4,18.4,18.4,-2.4,-4.3,1.1,66
2017-04-04,14.4,14.4,14.4,-2.5,-4.4,1.5,71.1
2017-04-03,12.1,12.1,12.1,5.5,1.5,11,90.3
2017-04-02,11.9,11.9,11.9,7.9,4.1,12.6,75.5
2017-04-01,11.8,11.8,11.8,7.6,4.4,13.6,71.3
2017-03-31,11.6,11.6,11.6,7.2,4.3,12,66
2017-03-30,11.3,11.3,11.3,4.9,2.7,8.1,68.8
2017-03-29,10.9,10.9,10.9,2.7,-2.7,8,60.1
2017-03-28,11.4,11.4,11.4,-4.7,-9.8,0,40.3
2017-03-27,13.3,13.3,13.3,-5,-7.6,-1.5,41.8
2017-03-26,14.2,14.2,14.2,-1.4,-2.3,-0.1,68.1
2017-03-25,15.1,15.1,15.1,3.4,-0.4,8.8,53.6
2017-03-24,14.7,14.7,14.7,2.3,-3,6.3,37.9
2017-03-23,13.3,13.3,13.3,-1.1,-6.1,6.4,42.6
2017-03-22,12.8,12.8,12.8,-1.6,-5.9,3.6,47.6
2017-03-21,11.8,11.8,11.8,1.4,-2.9,4.2,65.8
2017-03-20,10.5,10.5,10.5,2.1,-3,6.1,70
2017-03-19,10.4,10.4,10.4,1.7,-2.7,7.5,58.3
2017-03-18,9.6,9.6,9.6,-1.1,-4.2,4.3,38.5
2017-03-17,8.8,8.8,8.8,5.9,0.5,10.3,69.1
2017-03-16,7.8,7.8,7.8,5.5,2,9.5,60.1
2017-03-15,5.9,5.9,5.9,4.5,-0.7,11.3,58.8
2017-03-14,4.6,4.6,4.6,1.6,-3.5,7.9,48.4
2017-03-13,3.7,3.7,3.7,4.1,-1,7,47.6
2017-03-12,3.2,3.2,3.2,6,0.7,9.8,59.8
2017-03-11,2.9,2.9,2.9,1.7,-2.8,8.6,40.8
2017-03-10,2.7,2.7,2.7,1.4,-1.4,5.6,57.9
2017-03-09,2.7,2.7,2.7,3.3,0.5,6.6,81.3
2017-03-08,3.6,3.6,3.6,0.9,-0.7,2.7,69.6
2017-03-07,4.5,4.5,4.5,1,-3.5,6,43.9
2017-03-06,5,5,5,-2.5,-6.2,2.4,37.8
2017-03-05,4.6,4.6,4.6,-1.8,-4.8,3.6,37.5
2017-03-04,4,4,4,2,-2.1,8.4,43.3
2017-03-03,3.3,3.3,3.3,9.5,5.1,14.6,40.5
2017-03-02,,,,9.8,6.4,15.3,48.6
2017-03-01,2.3,2.3,2.3,13,9.9,18.6,71.1
2017-02-28,1.8,1.8,1.8,10.3,4.9,14.6,58.4
2017-02-27,1.6,1.6,1.6,9.1,4,16.5,56.4
2017-02-26,1.4,1.4,1.4,5.2,0,12,44.3
2017-02-25,1.2,1.2,1.2,5.2,2.5,10.2,44.3
2017-02-24,1.4,1.4,1.4,13.2,10.2,15.8,78.5
2017-02-23,1.7,1.7,1.7,14.4,12.1,18.1,74.8
2017-02-22,1.8,1.8,1.8,11.4,5.1,16.7,62.1
2017-02-21,1.9,1.9,1.9,9.1,6.2,14.2,63.3
2017-02-20,2,2,2,6,1.5,9.8,55.5
2017-02-19,1.7,1.7,1.7,2.1,-3.2,8.6,41.1
2017-02-18,1.6,1.6,1.6,4.1,0.4,8.4,58
2017-02-17,1.1,1.1,1.1,12.8,8.5,17.8,71.3
2017-02-16,0.8,0.8,0.8,14,11.9,18.3,59.4
2017-02-15,0.7,0.7,0.7,15,12.2,18.1,77.4
2017-02-14,0.6,0.6,0.6,12.3,8.2,15.7,67
2017-02-13,0.6,0.6,0.6,9.1,4.2,14.1,62.8
2017-02-12,0.6,0.6,0.6,4.1,-2.7,10.5,53.1
2017-02-11,0.8,0.8,0.8,1.5,-2.4,6.6,43.6
2017-02-10,1.2,1.2,1.2,5.7,0.7,8.2,59.9
2017-02-09,1.2,1.2,1.2,7.9,1.6,15.1,31.9
2017-02-08,1.2,1.2,1.2,7.8,3.5,11.2,40.3
2017-02-07,1,1,1,14.6,10.2,18.4,61.8
2017-02-06,0.8,0.8,0.8,14.6,8.6,20.9,65.4
2017-02-05,0.9,0.9,0.9,13.3,10.5,16.3,81
2017-02-04,0.7,0.7,0.7,14.1,12.5,17.5,84
2017-02-03,0.6,0.6,0.6,15.1,9,20.6,54.8
2017-02-02,0.6,0.6,0.6,13.3,10.6,17.8,66.3
2017-02-01,0.6,0.6,0.6,18.3,14.5,22.8,59
2017-01-31,0.5,0.5,0.5,17.9,15.7,22,58.6
2017-01-30,0.4,0.4,0.4,18.6,12.9,25.8,61.3
2017-01-29,0.3,0.3,0.3,18,14,24.3,67.6
2017-01-28,0.3,0.3,0.3,17,11.2,24,70.9
2017-01-27,0.2,0.2,0.2,17.5,14.5,21.7,76.1
2017-01-26,0.3,0.3,0.3,17.2,15.4,19.5,74.1
2017-01-25,0.3,0.3,0.3,19.1,12.4,27.1,60.6
2017-01-24,0.4,0.4,0.4,16.7,10.5,23.5,61.8
2017-01-23,0.5,0.5,0.5,15.2,9.3,21.9,44.1
2017-01-22,0.5,0.5,0.5,15.5,11.4,20.7,57
2017-01-21,0.5,0.5,0.5,15.4,10,21.1,62.4
2017-01-20,0.4,0.4,0.4,14,7.4,21.4,43.3
2017-01-19,0.4,0.4,0.4,11.3,6.5,16.6,46.3
2017-01-18,0.3,0.3,0.3,16.8,10.3,21.8,66.4
2017-01-17,0.3,0.3,0.3,19.7,16.5,24.8,67.8
2017-01-16,0.4,0.4,0.4,18,13.6,23.5,59.3
2017-01-15,0.8,0.8,0.8,21.1,17.5,27.2,61.9
2017-01-14,1.3,1.3,1.3,22,15.6,29,58.9
2017-01-13,2,2,2,22.7,19.6,27.9,73.3
2017-01-12,2.6,2.6,2.6,19,16.7,22.4,84.1
2017-01-11,3.8,3.8,3.8,21.1,17.5,25.6,69
2017-01-10,4.7,4.7,4.7,20.5,17.7,23.5,66.9
2017-01-09,5.5,5.5,5.5,20.4,18.2,24.8,64.4
2017-01-08,4.7,4.7,4.7,19.9,18.7,21.8,84.6
2017-01-07,4.1,4.1,4.1,21,19.1,23.8,82.5
2017-01-06,2.8,2.8,2.8,23.6,19.7,28.9,59.1
2017-01-05,2.1,2.1,2.1,23,18.6,29.7,57.6
2017-01-04,1.5,1.5,1.5,22.3,16.5,28.9,60.6
2017-01-03,1.2,1.2,1.2,21.4,16.4,27.9,57.9
2017-01-02,1.1,1.1,1.1,21.9,17.5,27.2,46.3
2017-01-01,1,1,1,20.2,14.3,25.3,43.4
2016-12-31,0.9,0.9,0.9,20.6,15.4,26.8,41.1
2016-12-30,1,1,1,21.9,18.2,27.8,53.3
2016-12-29,1.4,1.4,1.4,23.5,20.2,28.3,53.4
2016-12-28,2.2,2.2,2.2,23.1,18.5,28.2,64.8
2016-12-27,3.3,3.3,3.3,24.6,20.4,29.5,64.9
2016-12-26,4,4,4,23.9,18.8,29.5,68.1
2016-12-25,5,5,5,24.6,21.4,28.9,66.1
2016-12-24,6,6,6,24.6,19.6,30.8,62.5
2016-12-23,5.2,5.2,5.2,23.4,21.4,27.5,68.9
2016-12-22,3.5,3.5,3.5,24.5,22.1,28.2,66.3
2016-12-21,2.5,2.5,2.5,24.4,20,29.1,65.4
2016-12-20,2.1,2.1,2.1,23.9,19.7,29.3,71.1
2016-12-19,1.7,1.7,1.7,23,21.5,26.5,76.4
2016-12-17,1.2,1.2,1.2,24.3,20.9,28.6,69.8
2016-12-16,1.5,1.5,1.5,24.7,21,29,69
2016-12-15,1.9,1.9,1.9,26.4,23,31.1,66.1
2016-12-14,2.1,2.1,2.1,25.6,22.1,29.6,71.3
2016-12-13,1.7,1.7,1.7,23.9,20.4,28.6,73.8
2016-12-12,2,2,2,24.2,20.6,29,68.5
2016-12-11,2.5,2.5,2.5,23.2,15.8,28.6,71.3
2016-12-10,3,3,3,17.7,16.1,19.2,85.3
2016-12-09,3.2,3.2,3.2,20.6,17.9,24.5,60.4
2016-12-08,3.4,3.4,3.4,22.2,17.4,27.1,54.5
2016-12-07,3.8,3.8,3.8,21,18.3,24.5,62.5
2016-12-06,4.2,4.2,4.2,23.4,16.9,29.7,43.3
2016-12-05,3.7,3.7,3.7,23,19.5,28.2,57
2016-12-04,3.5,3.5,3.5,27.1,24,32.2,70.4
2016-12-03,3.1,3.1,3.1,29.1,26.4,32.9,59.1
2016-12-02,3,3,3,28.3,26,33,68.8
2016-12-01,2.5,2.5,2.5,30.7,25.8,36.3,58
2016-11-30,2,2,2,30.7,26.9,36.6,57.5
2016-11-29,2.1,2.1,2.1,30.1,26.5,34.9,59
2016-11-28,2.9,2.9,2.9,28.9,26.6,33.2,69.5
2016-11-27,3.6,3.6,3.6,29.9,26.2,34.3,61.9
2016-11-26,5.7,5.7,5.7,29.9,25.1,34.7,60.4
2016-11-25,7.7,7.7,7.7,29.3,26.2,34.9,64.9
2016-11-24,11.7,11.7,11.7,29.1,25.8,34,65.5
2016-11-23,15.6,15.6,15.6,28.9,27.3,31.8,74
2016-11-22,16,16,16,30.2,26.8,35.1,67.9
2016-11-21,18.9,18.9,18.9,30.4,26.4,35.9,68.3
2016-11-20,22.3,22.3,22.3,30.5,26.1,36.4,64.1
2016-11-19,20.5,20.5,20.5,29.4,26.1,34.8,66.3
2016-11-17,29.7,29.7,29.7,29.3,26.4,33.6,68.3
2016-11-16,25.1,25.1,25.1,30.5,26.4,35.5,63.1
2016-11-15,15.5,15.5,15.5,30.6,27,35,56
2016-11-14,14.8,14.8,14.8,30.5,26.6,34,64.8
2016-11-13,14.9,14.9,14.9,31.2,26.5,36,60.1
2016-11-12,16.9,16.9,16.9,30.7,26,35.7,59.6
2016-11-11,18.5,18.5,18.5,29.1,24,34.2,65.4
2016-11-10,20.7,20.7,20.7,27.2,25,31.1,72.5
2016-11-09,21.9,21.9,21.9,28.4,25.8,32.4,72
2016-11-08,19.9,19.9,19.9,28.9,26.6,32.8,72.1
2016-11-07,14.6,14.6,14.6,28.6,26.4,33,73.5
2016-11-06,11.1,11.1,11.1,26.3,23.4,28.4,82.3
2016-11-05,8.6,8.6,8.6,28,26.7,30.5,70.6
2016-11-04,9.4,9.4,9.4,27.6,26.7,28.9,76.4
2016-11-03,11.2,11.2,11.2,28.4,25.6,31.9,69
2016-11-02,15.8,15.8,15.8,28.4,26.4,31.4,75.3
2016-11-01,25,25,25,28,27,30.1,77.9
2016-10-31,118,118,118,28.7,27.2,31.6,70.4
2016-10-30,137,137,137,29.1,25.3,34.1,64
2016-10-29,172.3,172.3,172.3,28.3,24.9,32.2,61.3
2016-10-28,184.7,184.7,184.7,28.6,24,32.9,62.5
2016-10-27,207.2,207.2,207.2,27.1,20.9,32.4,65.5
2016-10-26,234,234,234,24.4,20.7,28.4,75.1
2016-10-25,248.1,248.1,248.1,21.7,20.4,23.1,82.9
2016-10-24,269,269,269,20.8,19.8,23.8,92.8
2016-10-23,288.5,288.5,288.5,26.2,23.7,29.2,60
2016-10-22,294.4,294.4,294.4,27.5,24,32.4,66.9
2016-10-21,283.3,283.3,283.3,26.3,23.2,29.5,69
2016-10-20,260.4,260.4,260.4,26.3,22.1,30.9,65.5
2016-10-19,241.2,241.2,241.2,28.4,24.8,33.4,67.4
2016-10-18,232.7,232.7,232.7,27.9,23.2,33.1,64.4
2016-10-17,212.9,212.9,212.9,27.7,23.2,32.7,64.8
2016-10-16,184.7,184.7,184.7,27.3,21.2,32.4,66.5
2016-10-15,173.1,173.1,173.1,24,20.1,28.5,71.6
2016-10-14,186,186,186,22.9,20.3,26.9,74
2016-10-13,197.9,197.9,197.9,23.1,20.2,24.8,93.6
2016-10-12,229.6,229.6,229.6,21.8,20.2,24.1,85.1
2016-10-11,265.4,265.4,265.4,23.5,21.1,26.8,70.4
2016-10-10,328.3,328.3,328.3,23.5,20.6,27.7,81.4
2016-10-09,392.2,392.2,392.2,24,22,26.6,86.5
2016-10-08,439.9,439.9,439.9,24.6,23,26.9,78.1
2016-10-07,453,453,453,25.3,20.9,30.2,58
2016-10-06,487.9,487.9,487.9,24.7,20.4,29.7,61.1
2016-10-05,461.7,461.7,461.7,24.4,19.9,29.5,55.5
